History Price / Date,CCL,CDC,CRE,D2D,DIG,DXG,HDC,HDG,HPX,IJC,ITC,KBC,KDH,LHG,NBB,NLG,NTL,NVL,PDR,SZL,TCH,TDC,TIP,TIX,VHM,VPI
12/10/2020,"5,722","11,134","9,064","29,286","13,547","9,925","11,397","13,776","23,957","7,219","12,562","11,813","17,386","25,245","15,985","22,233","7,996","35,548","21,429","25,444","10,528","9,169","21,510","20,170","61,810","22,395"
12/11/2020,"5,812","11,202","9,092","29,391","13,822","9,992","11,731","13,776","24,000","7,296","12,727","11,888","17,355","25,015","16,282","22,233","7,996","35,548","21,429","25,444","10,556","9,275","21,826","20,101","62,845","22,395"
12/14/2020,"5,835","10,952","9,078","29,548","14,346","10,094","11,953","14,606","24,087","7,782","12,562","12,038","17,572","25,475","16,431","22,389","8,067","35,826","22,403","25,540","10,611","9,333","21,763",,"64,323","22,395"
12/15/2020,"5,835","10,884","9,190","30,388","13,960","10,060","11,805","15,042","24,087","8,320","12,893","12,338","17,200","26,434","16,357","22,427","8,121","36,438","22,178","26,449","10,528","9,941","22,080","18,965","63,584","22,395"
12/16/2020,"5,873","10,794","9,330","30,545","13,988","10,094","12,176","15,020","23,652","8,883","12,810","12,375","17,510","26,243","17,212","22,427","8,228","37,328","22,228","26,879","10,528","10,617","22,491","20,239","63,732","22,361"
12/17/2020,"6,061","10,816","9,302","30,178","14,263","9,891","11,953","14,584","24,261","9,497",,"13,238","17,075","25,782","17,026","22,273","8,317","36,716","21,978","26,927","10,556","10,906","22,396",,"62,623","22,361"
12/18/2020,"6,370","11,565","9,134","30,021","15,062","9,992","12,789","15,195","23,913","9,983","12,397","13,350","17,200","25,552","16,951","22,542","8,228","36,716","21,853","26,975","10,638","10,955","23,092","20,170","63,066","22,395"
12/21/2020,"6,799","11,927","9,022","30,650","15,309","10,026","13,680","15,282","23,565","10,675","12,810","14,250","17,448","26,243","16,357","22,542","8,103","36,883","23,352","27,023","10,638","11,679","24,705",,"64,397","22,395"
12/22/2020,"6,708","11,973","9,246","32,750","15,309","10,600","14,274","15,348","24,348","11,417","12,810","15,225","17,883","28,046","16,282","22,542","8,657","37,106","23,976","27,214","10,776","12,451","26,413","21,581","64,249","22,361"
12/23/2020,"6,324","11,927","9,456","32,540","14,869","10,431","13,810","15,239","24,217","12,211","12,810","14,475","17,883","27,202","16,357","22,657","8,550","37,272","24,875","27,023","11,190","13,319","27,520",,"64,619","22,294"
12/24/2020,"6,023","12,762","9,246","32,015","14,566","10,127","13,420","15,064","23,696","12,031","13,182","15,488","17,572","26,319","16,877","22,465","8,443","36,716","24,975","26,209","10,997","13,512","27,172",,"63,806","22,260"
12/25/2020,"6,445","12,730","9,582","32,960","14,428","10,262","13,605","15,195","24,783","12,083","13,099","16,538","17,665","26,780","16,728","22,427","8,568","36,994","24,476","26,496","11,024","14,429","27,805","20,170","64,767","22,361"
12/28/2020,"6,889","12,444","9,736","32,697","14,401","10,262","13,995","15,828","24,696","11,827","12,562","17,663","17,665","26,665","16,728","22,350","8,514","37,328","24,825","26,544","11,245","15,057","28,722","21,581","64,841","22,361"
12/29/2020,"7,371","12,063","9,784","32,750","15,034","10,938","14,069","16,352","24,696","12,441","12,810","17,513","17,914","26,089","16,728","22,657","8,675","37,773","25,974","26,018","11,386","14,671","28,849","21,822","66,763","22,395"
12/30/2020,"7,228","11,683","9,784","32,540","15,062","10,769","13,810","16,942","24,609","12,339","12,686","17,250","18,007","25,936","16,877","22,696","8,729","37,161","25,525","26,066","11,414","14,815","28,849",,"66,689","22,361"
12/31/2020,"7,303","11,937","9,649","32,645","15,254","10,769","13,717","17,073","24,783","12,543","12,686","18,300","18,193","26,319","18,030","22,657","9,033","36,716","25,725","26,066","11,273","14,815","30,367","20,307","66,172","22,530"
1/4/2021,"7,680","12,000","9,448","33,327","16,273","11,073","14,107","18,121","24,348","13,081","12,686","19,575","18,224","27,087","18,959","22,849","9,230","36,215","25,874","27,309","11,330","15,057","31,316","20,652","68,020","22,699"
1/5/2021,"7,680","11,873","9,716","33,484","17,347","11,478","14,979","19,365","24,565","13,055","12,893","20,250","18,255","27,010","18,327","22,888","9,462","36,160","25,675","27,309","11,330","16,070","31,253",,"70,682","22,699"
1/6/2021,"7,529","11,175","9,582","33,484","17,182","11,511","14,923","18,907","25,913","12,902","13,760","19,650","18,628","28,506","19,591","24,462","9,301","37,106","25,924","27,023","11,753","16,311","31,822","19,963","70,090","22,766"
1/7/2021,"7,755","11,556","9,515","33,274","17,512","11,714","14,849","18,907","27,609","12,902","14,711","20,250","18,814","28,852","20,446","25,653","9,605","39,665","25,774","27,166","11,923","15,877","31,886",,"70,090","22,733"
1/8/2021,"7,717","11,556","9,582","33,747","17,374","11,579","14,663","18,863","29,391","13,798","15,702","20,625","18,938","28,852","19,145","25,346","9,534","42,112","25,675","27,214","12,742","15,925","31,886",,"71,273","22,598"
1/11/2021,"7,717","11,556","9,616","33,799","17,319","11,849","14,107","18,732","29,391","13,798","15,702","21,150","20,211","28,928","20,000","26,421","9,516","42,001","25,725","28,123","13,618","17,035","33,657",,"76,227","22,598"
1/12/2021,"7,680","11,556","9,548","34,849","18,531","11,916","14,534","18,732","29,130","13,721","15,207","22,388","20,677","29,120","19,702","26,114","9,444","41,945","25,725","27,979","14,127","17,856","33,277",,"76,449","22,766"
1/13/2021,"7,755","11,460","9,515","34,272","18,393","11,883","14,404","18,404","28,696","13,695","15,372","23,400","20,366","28,967","18,587","25,346","9,274","42,057","26,624","27,788","13,646","18,242","33,151",,"74,600","22,766"
1/14/2021,"7,868","11,810","9,246","33,904","18,476","12,322","14,366","18,230","29,348","13,516","15,702","25,013","20,490","28,852","19,777","25,307","9,217","41,834","27,972","27,740","14,522","18,580","35,040","21,340","73,639","24,354"
1/15/2021,"8,395","11,905","9,145","33,484","18,558","11,748","14,366","18,732","28,696","14,079","15,289","25,800","21,111","29,926",,"25,806","9,255","40,332","27,623","27,979","14,918","18,628","37,059",,"75,118","25,198"
1/18/2021,"8,433","11,556","8,977","33,799","19,192","12,254","14,738","19,430","29,913","14,284","15,124","27,600","20,894","29,427","18,587","25,346","9,255","39,887","27,473","28,123","14,776","18,049","35,821",,"74,674","25,165"
1/19/2021,"7,868","10,794","8,674","31,438","17,870","11,680","13,772","18,252","29,913","13,286","14,793","27,600","19,807","27,624","17,844","24,501","8,648","38,941","26,674","26,209","13,759","16,794","34,193",,"71,569","24,523"
1/20/2021,"7,491","10,063","8,237","30,440","17,622","11,815","13,698","18,557","30,870","12,441","14,298","27,900","20,366","26,780",,"24,424","8,572","40,510","26,474","26,018","13,392","16,215","34,258",,"72,086","23,645"
1/21/2021,"7,981","10,762","8,338","31,438","18,366","12,625","14,645","18,885","30,087","12,748","14,545","29,850","20,490","27,240","17,844","25,115","8,743","42,704","26,674","26,305","14,324","16,987","36,147",,"73,196","24,861"
1/22/2021,"7,680","11,365","8,540","30,965","18,173","13,503","15,165","19,889","29,913","12,825","15,537","31,913","21,080","28,314","17,881","26,075","8,819","44,448","27,673","26,209","14,635","16,987","35,691",,"73,417","24,996"
1/25/2021,"8,207","11,492","8,557","30,545","18,228","14,448","15,090","20,045","29,913","13,721","16,612","34,125","22,043","27,892","18,104","27,035","9,425","45,011","28,222","26,209","14,663","17,277","35,430",,"73,565","25,705"
1/26/2021,"8,056","11,365","8,355","29,391","17,072","14,853","14,775","18,929","29,565","13,618","16,033","31,913","21,608","26,972","18,364","26,037","9,862","45,573","27,723","25,396","13,731","16,601","35,691",,"72,456","25,334"
1/27/2021,"7,981","10,794","8,237","27,974","15,888","14,178","14,181","17,612","29,870","12,671","15,372","29,700","21,267","25,322","18,550","26,114","9,918","45,686","26,973","25,349","12,997","15,443","35,170",,"69,425","24,286"
1/28/2021,"7,424","10,794","7,666","26,032","14,786","13,199","13,197","16,384","29,565","11,801","14,298","27,638","19,807","23,557","17,323","24,309","9,236","42,648","26,224","23,579","12,092","14,381","32,760",,"64,619","22,598"
1/29/2021,"7,755","10,349","7,901","27,291","14,786","13,233","13,197","16,898","31,609","11,801","14,050","27,638","19,807","24,171","17,769","24,962","9,236","45,123","27,872","25,205","12,403","14,478","32,500",,"69,129","23,172"
2/1/2021,"7,213","10,730","7,733","26,767","14,759","12,322","12,844","15,737","33,000","10,982","13,802","25,725","18,566","22,866","16,580","24,578","8,591","45,067","27,223","25,109","11,556","13,464","30,253",,"65,284","22,800"
2/2/2021,"7,228","10,032","8,035","27,291","15,254","13,166","13,624","16,719","33,913","11,263","12,851","27,525","18,969","23,480","17,546","24,616","8,572","45,292","27,872","24,488","11,866","13,802","31,523",,"69,795","23,307"
2/3/2021,"7,529","10,698","8,002","28,656","15,970","14,077","14,404","17,166","33,522","12,031","12,810","29,438","19,652","24,401","18,178","24,962","9,065","46,699","29,471","24,966","12,686","14,767","32,141",,"71,865","24,050"
2/4/2021,"7,522","10,476","8,002","28,341","15,695","14,381","14,552","17,367","32,391","12,543","12,314","30,113","20,304","25,245","18,290","24,962","8,951","45,855","29,471","25,157","12,629","15,781","31,262",,"72,752","24,050"
2/5/2021,"7,454","10,349","7,968","28,603","16,301","15,191","14,812","17,992","32,652","12,569","13,140","30,000","20,335","25,475","17,472","26,498","9,122","45,123","30,170","24,966","12,742","16,601","33,216",,"73,417","23,678"
2/8/2021,"7,680","9,841","7,733","27,869","15,860","14,482","14,626","17,233","32,913","11,775","13,595","27,900","19,249","25,168","18,587","24,808","8,819","43,717","30,620","24,631","11,866","15,539","33,216",,"70,016","22,631"
2/9/2021,"8,207","9,714","7,901","28,603","16,053","15,495","14,849","17,590","33,478","12,364","13,388","28,950","19,807","24,708","18,587","25,653","8,951","44,448","31,369","25,109","12,036","16,215","32,304",,"71,569","23,037"
2/17/2021,"8,771","10,095","8,069","29,758","16,714","16,575","15,888","18,527","35,783","13,030","14,050","30,975","20,801","25,706","19,293","26,882","9,577","45,573","32,268","25,875","12,516","16,746","32,435",,"74,674","23,611"
2/18/2021,"9,336","10,095","8,103","30,283","16,961","16,406","16,445","18,505","36,913","13,106","13,554","32,250","21,298","25,744","19,331","28,418","9,918","45,855","32,518","25,875","13,279","16,891","32,630",,"76,301","23,814"
2/19/2021,"9,411","10,095","8,237","30,178","17,319","16,305","16,167","18,884","36,478","13,926","13,719","31,200","21,049","26,089","19,293","28,149","9,937","45,180","32,418","25,875","13,166","16,939","32,435",,"76,227","23,645"
2/22/2021,"9,298","10,095","8,086","30,073","17,044","16,811","15,926","18,751","34,391","14,361","14,050","30,675","21,049","26,089","20,074","27,611","9,881","45,461","32,218","25,683","12,883","16,891","32,207",,"78,223","23,847"
2/23/2021,"9,938","10,095","8,002","29,706","17,127","16,710","15,814","18,661","33,000","15,257","13,884","30,000","20,801","26,857","20,000","27,727","9,937","45,461","31,968","25,588","12,997","16,794","32,207",,"77,853","23,442"
2/24/2021,"9,788","9,968","8,035","30,283","17,072","16,102","15,591","18,170","32,565","15,103","13,223","29,250","20,428","26,243","20,037","27,458","10,355","45,236","31,519","25,540","12,573","17,952","31,523",,"76,005","23,307"
2/25/2021,"9,938","9,746","8,069","30,073","17,209","15,529","15,443","18,282","33,435","15,026","13,554","29,325","20,118","26,089",,"27,919","10,525","45,011","31,069","25,970","12,460","19,207","31,262",,"76,005","23,172"
2/26/2021,"10,390","9,714","8,035","29,968","18,035","15,866","15,295","18,572","33,130","16,076","13,264","29,250","19,807","25,859","19,108","27,803","10,544","44,786","31,469","26,018","12,318","19,593","30,741","22,613","75,118","23,104"
3/1/2021,"10,315","10,095","8,103","30,650","18,035","16,102","15,666","18,773","34,043","16,434","13,388","29,475","20,180","26,319","19,702","28,341","10,772","44,842","32,118","26,114","12,770","19,545","31,686","21,065","76,153","23,678"
3/2/2021,"10,127","10,032","8,170","30,860","17,843","15,596","15,629","19,108","31,913","16,050","13,471","29,438","20,366","27,317","20,000","27,573","10,487","44,617","32,218","26,257","12,714","20,896","32,435","19,619","76,005","23,712"
3/3/2021,"10,014","9,968","8,355","31,385","17,732","15,731","15,759","19,777","30,087","16,153","13,223","29,138","20,366","28,238","20,000","27,803","10,393","45,799","32,118","26,257","12,855","22,344","33,151","18,793","75,044","23,746"
3/4/2021,"9,863","9,905","8,136","30,440","17,016","15,258","15,963","19,822","30,304","15,564","13,099","28,088","19,838","27,317","20,000","27,458","10,241","45,348","31,369","26,066","12,318","21,620","32,500","19,344","73,935","23,172"
3/5/2021,"9,863","10,095","8,237","30,178","16,796","15,022","16,018","19,599","29,826","14,975","13,802","28,050","19,528","27,547","20,000","27,266","10,127","44,955","31,269","25,970","12,403","21,716","32,076",,"72,752","23,645"
3/8/2021,"10,541","10,032","8,405","30,178","16,796","15,157","16,260","19,777","30,174","15,129","14,298","29,775","19,311","27,509","19,702","27,343","10,165","45,799","31,119","25,970","12,460","22,537","32,402","20,514","71,865","23,645"
3/9/2021,"11,256","10,159","8,506","30,335","16,796","15,934","16,705","21,072","30,783","15,257","14,711","29,325","19,124","27,087",,"26,767","10,336","46,136","31,818","26,209","12,629","22,826","32,500",,"72,604","24,996"
3/10/2021,"10,917","10,095","8,842","30,703","16,824","16,406","16,928","21,072","31,435","15,871","14,421","28,800","19,683","27,394",,"26,728","10,468","46,417","32,118","26,305","12,827","22,392","33,216",,"73,861","24,861"
3/11/2021,"11,105","10,159","9,111","31,910","16,906","16,305","16,928","20,849","32,348","15,999","13,884","29,250","19,590","28,161","19,554","27,266","10,525","46,642","33,367","26,975","12,883","22,296","35,496","20,514","73,935","24,590"
3/12/2021,"10,804","10,222","9,078","31,543","17,512","16,204","16,891","20,983","31,870","15,846","14,050","29,850","19,342","28,161",,"27,727","10,563","46,249","33,567","26,783","12,799","22,199","35,821","20,307","73,861","23,949"
3/15/2021,"11,181","10,286","9,061","31,490","17,457","16,136","16,482","20,916","31,348","15,564","14,380","30,225","19,466","28,123","19,331","27,381","10,468","46,080","33,467","26,544","12,827","22,875","35,365","20,101","73,787","23,307"
3/16/2021,"11,068","10,222","9,145","31,070","17,209","16,541","16,390","21,139","31,783","15,359","14,463","30,113","19,404","27,509","19,293","27,189","10,336","45,517","33,517","26,066","13,336","23,019","34,454","20,996","73,565","23,847"
3/17/2021,"11,407","10,063","9,582","31,385","17,182","16,541","16,854","21,184","31,870","15,743","14,876","29,775","19,559","27,010","19,554","26,767","10,279","45,292","33,567","26,066","13,477","22,296","34,584",,"73,417","24,658"
3/18/2021,"11,369","10,127","9,498","31,228","17,567","17,014","16,891","21,072","32,913","16,383","15,041","29,925","19,994","27,163","20,000","26,229","10,355","45,686","33,966","26,066","13,449","22,054","34,519","20,686","73,713","24,861"
3/19/2021,"11,444","10,032","9,784","31,070","17,870","17,149","16,835","21,251","32,522","16,767","15,124","31,125","20,149","26,741","19,963","27,304","10,734","44,448","34,216","25,970","12,997","22,199","33,998","20,307","72,308","24,253"
3/22/2021,"11,369","10,032","9,985","31,752","17,760","16,643","16,965","21,251","31,043","16,818","15,165","31,050","19,869","26,319","19,963","27,266","10,999","45,461","33,717","26,305","13,110","22,296","33,542","21,719","73,417","23,982"
3/23/2021,"10,992","9,873","9,851","31,280","17,127","16,170","16,538","20,536","30,043","15,897","14,587","30,375","19,497","26,396","19,702","26,805","10,810","45,011","34,726","25,779","12,799","22,006","32,565","21,719","72,974","23,577"
3/24/2021,"10,503","10,095","9,918","30,021","16,796","16,305","16,148","19,420","30,217","14,796","14,050","29,100","19,186","25,667","19,702","26,191","10,355","44,898","34,451","24,870","12,375","21,475","31,132","21,719","71,865","23,442"
3/25/2021,"10,014","10,095","10,221","29,863","16,714","16,170","16,148","19,286","30,696","14,822","14,215","28,650","19,186","25,552","19,702","26,344","10,241","45,011","34,176","25,301","12,318","20,944","30,676","22,682","71,495","23,645"
