History Price / Date,CCL,CDC,CRE,D2D,DIG,DXG,HDC,HDG,HPX,IJC,ITC,KBC,KDH,LHG,NBB,NLG,NTL,NVL,PDR,SZL,TCH,TDC,TIP,TIX,VHM,VPI
6/18/2020,"4,569","7,054","4,814","20,976","6,608","8,136","6,014","9,104","20,227","5,703",,"11,025","13,569","12,981","13,792","17,185","5,688","32,433","11,157","19,078","11,296","7,033","13,286",,"56,560","22,321"
6/19/2020,"4,807","7,538","4,894","21,012","6,774","8,574","6,237","9,300","20,189","5,750","9,467","11,250","14,091","13,051","13,940","17,530","5,813","32,989","10,830","19,259","11,349","7,094","13,507",,"56,560","22,239"
6/22/2020,"4,719","8,062","5,135","21,157","6,801","8,507","6,162","9,279","20,189","5,726","9,241","11,288","14,062","13,051","13,717","17,496","5,921","32,822","11,577","19,440","11,510","7,051","13,444","18,759","57,891","22,375"
6/23/2020,"4,712","8,626","5,121","21,085","6,856","8,541","6,162","9,169","20,189","5,632","9,316","11,138","13,975","12,423","13,978","17,254","5,867","32,433","11,694","19,146","12,074","7,103","13,444","20,066","57,447","22,699"
6/24/2020,"4,705","9,211","4,934","20,506","6,801","8,169","6,014","9,082","20,189","5,514","9,542","11,063","13,917","12,213","13,717","16,978","5,778","32,433","11,251","18,649","12,047","7,051","13,222",,"55,969","22,699"
6/25/2020,"4,705","9,674","4,894","20,361","6,829","8,203","6,032","9,038","20,189","5,514","9,542","10,913","13,830","12,492","14,126","17,116","5,760","33,100","11,157","18,536","11,913","6,973","13,222",,"55,821","22,591"
6/26/2020,"4,719","9,674","4,841","20,253","6,691","8,102","5,977","9,017","20,189","5,420","9,391","10,838","13,685","12,492","14,052","17,323","5,706","34,713","11,344","18,626","11,644","7,016","12,969",,"55,895","22,807"
6/29/2020,"4,630","9,009","4,787","19,602","6,691","7,629","5,810","8,602","20,227","5,137","9,391","10,425","13,453","12,318","14,052","17,047","5,634","34,602","11,204","18,287","12,288","6,886","12,210","18,690","54,712","22,753"
6/30/2020,"4,582","8,989","4,827","19,204","6,746","7,562","5,643","8,405","21,626","5,137","9,617","10,388","13,453","12,283","14,498","16,909","5,545","34,213","11,251","18,038","11,430","6,895","12,084","19,998","55,821","22,942"
7/1/2020,"4,637","8,949","4,867","20,036","6,774","7,899","5,828","8,471","20,416","5,231","9,391","10,538","13,511","12,283","13,978","17,185","5,688","34,102","11,344","18,445","11,000","7,007","12,526","20,652","56,856","22,807"
7/2/2020,"4,630","8,626","4,814","19,891","6,746","7,731","5,791","8,427","20,378","5,231",,"10,463","13,627","12,353","13,754","17,392","5,688","34,046","11,297","18,626","11,027","6,981","12,495","19,206","56,856","22,185"
7/3/2020,"4,950","8,465","4,774","19,855","7,132","7,764","5,791","8,449","21,739","5,255","9,391","10,238","13,917","12,318","13,754","17,496","5,813","34,713","11,437","18,965","11,296","6,929","12,526","20,548","57,521","22,321"
7/6/2020,"5,271","8,546","4,921","20,434","7,132","7,899","5,810","8,514","21,701","5,326","9,391","10,238","14,004","12,388","13,680","17,565","5,795","35,715","11,274","18,852","11,296","6,886","12,526","20,652","59,739","22,375"
7/7/2020,"5,250","8,546","4,988","19,891","6,994","7,764","5,902","8,995","21,550","5,396","9,692","10,500","13,946","12,388","13,717","17,530","5,795","35,882","11,321","18,897","11,215","7,042","12,495","19,275","59,739","22,429"
7/8/2020,"5,169","9,130","5,001","20,036","7,132","7,764","5,902","9,213","21,664","5,396","9,767","10,538","13,917","12,423","13,754","17,392","5,831","35,770","11,554","18,897","11,135","7,033","12,526","19,275","59,444","22,239"
7/9/2020,"5,353","9,453","5,162","20,578","7,434","7,832","6,088","9,213","20,416","5,443","9,992","10,650","13,917","12,423","13,792","17,875","5,867","35,882","11,554","18,897","11,465","7,042","12,526","19,275","59,739","22,375"
7/10/2020,"5,455","9,392","5,081","20,434","7,352","7,832","5,958","9,038","20,643","5,373","10,443","10,838","14,004","12,527","13,606","17,841","5,831","35,381","11,554","18,807","11,686","7,016","12,653","20,617","58,704","22,321"
7/13/2020,"5,653","9,070","5,081","20,325","7,517","7,697","5,977","8,951","20,529","5,443","10,518","10,875","14,033","12,527","13,643","17,599","5,813","35,047","11,531","18,920","12,017","6,973","12,780","19,206","58,482","22,212"
7/14/2020,"5,721","8,868","5,068","20,144","7,517","7,697","5,977","8,951","20,567","5,538","10,443","10,800","14,033","12,667","13,643","17,599","5,813","34,658","11,531","18,988","11,768","7,016","12,653","19,275","59,518","22,267"
7/15/2020,"5,646","8,989","5,121","20,289","7,545","7,697","6,088","9,038","20,529","5,561","10,443","10,650","14,207","12,562","13,531","17,565","5,760","34,825","11,694","20,299","11,961","7,146","12,716","19,963","59,961","22,456"
7/16/2020,"5,557","8,868","5,095","20,398","7,434","7,528","6,070","8,951","20,416","5,443","10,518","10,725","14,700","12,597","13,457","17,358","5,795","34,547","11,671","19,937","12,154","7,302","12,685","20,652","60,257","22,402"
7/17/2020,"5,421","8,949","5,121","21,519","7,434","7,528","6,125","9,082","20,416","5,420","10,518","10,800","14,526","12,807","13,531","17,496","5,795","34,435","11,577","20,073","12,154","7,285","13,286",,"59,518","22,456"
7/20/2020,"5,550","9,170","5,068","21,844","7,132","7,224","6,088","8,951","20,491","5,443","10,518","11,063","14,265","13,574",,"17,392","5,742","34,380","11,484","20,344","11,851","7,189","13,412",,"58,556","22,510"
7/21/2020,"5,462","9,271","5,068","21,663","7,132","6,853","6,162","8,886","20,491","5,396","10,518","11,288","14,352","13,749","13,680","17,461","5,706","34,658","11,484","20,141","12,375","6,687","13,286","19,309","58,261","22,483"
7/22/2020,"5,353","9,352","5,041","21,519","7,021","6,988","6,107","8,689","20,416","5,396","10,518","11,138","14,352","13,679","13,457","17,530","5,706","34,880","11,507","19,960","12,237","7,016","13,064","19,344","57,300","22,483"
7/23/2020,"5,278","8,868","5,055","21,555","7,076","6,853","6,107","8,820","20,491","5,279","10,481","10,800","14,381","14,167","13,234","17,565","5,706","35,047","11,507","19,982","12,099","6,990","13,001","20,652","58,261","22,591"
7/24/2020,"4,910","9,191","5,028","20,398","6,774","6,373","5,810","8,209","20,416","5,137","10,218","10,125","14,149","14,516","13,085","17,737","5,473","34,992","11,134","19,304","11,383","6,929","12,558",,"56,190","22,564"
7/27/2020,"4,569","8,667","4,894","18,987","6,774","5,928","5,457","7,641","20,340","4,784","10,068","9,525","13,337","14,516","13,978","17,530","5,098","34,936","11,134","18,197","10,611","6,583","11,704",,"52,420","22,348"
7/28/2020,"4,732","9,130","4,921","19,819","6,801","6,164","5,717","7,816","20,340","4,925","10,518","9,938","13,743","14,935","13,903","17,668","5,241","35,381","11,437","19,033","11,024","6,912","12,210",,"56,043","22,591"
7/29/2020,"4,500","8,989","5,001","19,059","6,774","5,962","5,606","7,423","20,302","4,666","10,368","9,713","13,627","14,656","13,383","17,392","5,116","35,325","11,321","18,694","10,473","6,756","11,704",,"54,712","22,537"
7/30/2020,"4,569","8,828","4,974","19,349","6,746","5,995","5,680","7,510","20,302","4,807","10,518","9,638","13,888","14,503","13,383","17,461","5,259","35,659","11,321","19,033","10,501","6,843","11,704",,"56,634","22,591"
7/31/2020,"4,500","8,908","4,921","18,987","6,691","5,928","5,643","8,034","20,302","4,831","10,518","9,300","13,250","14,080","13,383","17,254","5,241","36,215","11,251","18,717","10,859","6,826","11,356",,"57,447","22,591"
8/3/2020,"4,664","8,908","4,974","19,674","6,801","6,117","5,735","8,580","20,416","4,972","10,594","9,675","13,685","14,426","13,606","17,461","5,402","35,770","11,344","19,146","10,942","6,877","12,084",,"58,039","22,618"
8/4/2020,"4,637","9,513","5,028","19,710","6,856","6,481","5,791","8,733","19,357","5,114","10,669","9,788","14,120","15,040","14,126","17,461","5,420","35,993","11,671","19,395","11,024","6,999","12,337",,"58,409","22,699"
8/5/2020,"4,657","10,178","5,108","20,325","6,939","6,481","5,921","8,820","20,416","5,255","10,669","9,900","14,352","15,692","13,754","17,668","5,456","36,049","11,694","19,666","11,052","7,016","12,337",,"58,852","22,807"
8/6/2020,"4,616","10,884","5,269","20,144","6,774","6,380","5,902","8,973","20,189","5,280","11,044","9,900","14,352","16,114","13,531","17,703","5,456","36,104","11,624","19,666","11,079","7,059","12,242",,"58,852","22,834"
8/7/2020,"4,603","11,448","5,242","20,253","6,801","6,360","6,107","8,951","20,113","5,230","11,270","9,975","14,236","16,344","13,903","17,841","5,438","35,937","11,601","20,118","11,217","6,990","11,894",,"58,852","22,699"
8/10/2020,"4,684","10,662","5,202","20,976","6,801","6,508","6,032","8,929","19,962","5,502","11,645","10,238","14,207","17,457","13,940","18,358","5,509","36,049","11,624","21,520","11,355","7,068","12,716",,"58,852","22,618"
8/11/2020,"5,012","9,916","5,148","20,976","6,801","6,434","6,107","8,864","19,924","5,600",,"10,200","14,149","17,533","14,052","18,427","5,491","35,993","11,554","21,474","11,300","7,059","13,602",,"58,704","22,375"
8/12/2020,"5,080","9,271","5,148","20,795","6,994","6,407","6,162","8,995","20,000","5,576","11,871","10,163","14,004","17,418","14,089","18,496","5,491","35,826","11,601","21,700","11,300","7,068","13,444","19,206","58,704","22,429"
8/13/2020,"4,998","9,916","5,496","21,049","6,994","6,414","6,478","9,235","20,000","5,650","11,345","10,275","14,236","18,608","14,015","18,496","5,581","35,659","11,671","21,836","11,327","7,085","14,361",,"58,704","22,158"
8/14/2020,"4,814","9,674","5,416","20,723","6,966","6,535","6,385","9,366","20,000","5,502","11,270","10,050","14,236","19,874","13,903","18,289","5,545","35,103","12,161","21,700","11,245","7,111","14,551",,"58,926","21,888"
8/17/2020,"4,910","9,755","5,442","20,795","6,911","6,367","6,756","9,344","20,113","5,526","11,195","10,125","14,236","19,951","13,866","18,220","5,652","35,214","12,558","21,700","11,024","7,233","15,563",,"58,926","22,158"
8/18/2020,"4,910","9,795","5,483","21,229","7,049","6,211","6,645","9,322","20,038","5,452","11,796","10,088","14,236","19,567","13,978","18,220","5,652","35,214","12,418","23,057","10,997","7,415","16,512",,"58,852","22,564"
8/19/2020,"4,916","10,158","5,750","22,712","7,076","6,110","6,756","9,344","20,038","5,477","11,871","10,200","14,467","19,529","13,829","18,462","5,706","35,214","12,324","24,187","11,162","7,432","16,955",,"59,148","22,618"
8/20/2020,"4,930","9,674","5,737","23,327","6,994","6,272","6,682","9,737","20,113","5,625","12,021","10,163","14,467","18,684","13,829","18,566","5,706","34,992","12,464","23,961","11,024","7,363","16,164","20,548","59,148","22,645"
8/21/2020,"4,964",,"5,910","23,327","7,021","6,238","6,682","9,999","20,038","5,625","11,307","10,350","14,809","19,337","13,978","18,773","5,706","35,047","12,814","23,961","11,135","7,293","16,322",,"58,778","22,645"
8/24/2020,"4,985","10,077","5,870","23,399","7,076","6,414","6,756","9,955","20,113","5,699","11,645","10,425","14,840","19,183","14,126","18,876","5,778","35,047","12,604","24,413","11,245","7,354","15,563",,"59,148","22,591"
8/25/2020,"5,080","10,480","5,910","23,218","7,076","6,853","6,868","9,955","20,151","5,674","11,420","10,350","15,275","19,183","14,126","18,876","5,831","34,992","12,698","24,096","11,576","7,354","16,481",,"58,852","22,537"
8/26/2020,"5,148","10,722","6,178","24,810","7,269","6,853","6,886","10,021","20,227","5,773",,"10,425","15,244","20,526","14,089","18,945","5,813","34,936","13,048","24,549","11,741","7,458","16,765",,"58,778","22,564"
8/27/2020,"5,373","11,287","6,365","24,557","7,214","6,785","6,960","10,043","20,076","5,847","11,533","10,463","15,275","21,946","14,089","19,049","5,921","34,992","13,771","24,729","11,796","7,544","16,544",,"58,039","22,591"
8/28/2020,"5,250","11,408","6,258","24,484","7,187","6,752","6,793","9,977","20,113","5,896","11,533","10,463","15,213","21,946","13,754","19,256","5,903","35,047","13,678","24,684","11,768","7,570","16,607","20,652","58,113","22,591"
8/31/2020,"5,148","11,851","6,258","23,616","7,132","6,535","6,608","9,890","20,038","5,748","11,533","10,275","15,119","22,406","14,089","19,049","5,813","35,492","13,211","23,735","11,465","7,596","15,943",,"58,039","22,158"
9/1/2020,"5,182","11,287","6,338","23,942","7,159","6,671","6,664","9,803","20,189","5,724","11,533","10,238","15,182","22,483","13,940","19,083","5,795","35,047","13,608","24,187","11,493","7,614","16,417",,"58,187","22,158"
9/3/2020,"5,046","10,884","6,205","24,014","7,132","6,853","6,701","9,672","20,189","5,600",,"10,088","15,523","21,869","14,052","18,945","5,795","35,159","13,678","24,277","11,548","7,562","16,069",,"58,852","22,212"
9/4/2020,"5,046","11,085","6,205","25,063","7,159","6,752","6,812","9,977","20,038","5,724",,"10,200","15,492","22,253","14,126","19,049","5,795","34,936","14,238","24,775","11,796","7,501","16,322",,"59,148","22,239"
9/7/2020,"4,991","10,722","6,124","24,520","7,352","6,590","6,775","9,803","20,038","5,600",,"10,088","15,119","20,718","14,275","19,049","5,724","34,936","15,219","24,631","11,520","7,501","15,816",,"58,482","22,267"
9/8/2020,"5,100","10,884","6,165","24,665","7,407","6,603","6,793","9,824","19,660","5,600",,"10,238","15,119","20,871","14,312","18,980","5,760","34,880","15,732","24,679","11,493","7,501","15,911",,"58,039","22,267"
9/9/2020,"5,046","10,884","6,004","24,737","7,462","6,623","6,905","9,846","19,849","5,699","10,744","10,275","15,026","21,332","14,312","18,911","5,724","34,936","15,802","24,679","11,410","7,536","15,911",,"58,113","22,212"
9/10/2020,"5,094","10,682","6,084","25,533","7,407","6,698","7,016","10,021","20,038","5,724","10,894","10,313","14,871","21,485","14,572","18,980","5,724","34,936","16,386","25,157","11,603","7,579","17,018",,"57,743","22,131"
9/11/2020,"5,094","10,682","6,151","25,533","7,517","6,731","7,220","10,523","20,794","5,699","11,533","10,350","14,964","21,524","14,535","19,325","6,010","34,992","17,179","24,870","11,603","7,622","17,398","19,619","57,447","22,050"
9/14/2020,"5,162","10,682","6,151","25,388","7,820","6,853","7,443","10,589","20,718","5,674","11,270","10,163","15,150","21,677","14,535","19,290","6,189","35,437","17,413","24,679","11,465","7,648","17,145","20,961","57,300","21,888"
9/15/2020,"5,257","10,682","6,151","25,280","7,930","6,819","7,777","10,479","20,718","5,674","11,420","10,125","15,213","21,485","14,498","19,497","6,082","35,492","17,646","24,535","11,383","7,666","17,208",,"56,782","22,023"
9/16/2020,"5,591","10,319","6,098","25,244","7,985","6,887","7,796","10,610","20,718","6,069",,"10,238","15,150","21,255","14,684","19,601","6,153","35,492","17,646","24,440","11,327","7,926","17,082",,"57,078","22,104"
9/17/2020,"5,387","10,964","6,338","25,207","7,847","6,988","7,981","10,785","20,718","6,118","11,270","10,238","14,964","21,255","14,721","19,463","6,117","35,270","17,553","24,535","11,300","7,926","17,082","21,340","56,708","22,185"
9/18/2020,"5,353","10,682","6,579","25,022","8,013","7,157","7,796","10,741","20,756","6,069",,"10,238","15,088","21,178","14,870","19,670","6,117","35,548","17,786","24,583","11,438","7,943","17,145",,"56,856","22,239"
9/21/2020,"5,373","10,541","6,526","24,985","7,958","7,123","7,666","10,458","21,096","6,069",,"10,388","15,119","20,680","14,647","19,325","6,260","35,715","18,743","24,535","11,493","7,926","16,955","20,652","57,004","22,267"
9/22/2020,"5,462","10,138","6,499","24,726","8,013","7,089","7,870","10,479","21,815","6,118","11,157","10,425","15,368","20,296","14,572","19,394","6,225","35,492","19,093","24,296","11,603","7,917","16,987","21,340","56,782","22,321"
9/23/2020,"5,612","10,279","6,258","25,392","7,958","7,089","7,870","10,589","23,289","6,069","11,157","10,800","15,244","21,255","14,795","19,394","6,153","35,381","18,673","24,296","11,520","7,865","17,208",,"57,300","22,348"
9/24/2020,"5,591","10,319","6,098","25,355","8,013","7,022","7,870","10,632","23,391","5,921","11,232","10,725","15,150","21,370","14,833","19,284","6,082","35,325","18,813","24,201","11,383","7,865","17,651","21,340","57,004","22,267"
9/25/2020,"5,796","10,299","5,884","25,281","8,013","6,920","7,722","10,545","22,609","5,970","11,420","10,650","15,026","21,600","14,833","19,284","6,064","35,325","17,973","23,388","11,410","7,882","17,082","21,340","57,004","22,591"
9/28/2020,"5,789","10,480","5,814","25,318","8,260","7,022","7,814","10,545","22,652","6,069","10,969","10,725","15,026","21,485","14,758","19,359","6,314","35,270","18,766","22,909","11,548","7,917","16,955","21,340","56,634","22,456"
9/29/2020,"5,646",,"5,884","25,872","8,288","6,785","8,278","10,589","22,652","6,020","10,744","10,463","15,150","20,871","14,721","19,359","6,225","35,270","18,486","22,766","11,851","7,830","16,892","21,340","55,673","22,267"
9/30/2020,"5,707","10,319","6,290","26,981","8,398","6,819","8,371","10,872","23,652","6,020","11,270","10,650","15,057","21,178","14,572","19,473","6,386","35,548","18,020","23,435","11,879","7,856","17,145","21,340","55,821","22,267"
10/1/2020,"5,748","10,118","6,108","26,796","8,894","6,988","8,501","11,047","23,043","6,217","11,270","10,725","15,119","21,102","14,498","19,851","6,493","35,437","18,626","23,435","11,824","7,926","17,335",,"57,004","22,158"
10/2/2020,"5,694","10,501","6,108","26,353","9,499","6,954","8,538","10,916","22,696","6,563","11,270","10,575","15,057","20,795","14,647","19,662","6,457","35,325","18,206","23,196","11,906","7,796","17,082",,"56,117","22,158"
10/5/2020,"5,898","10,480","6,276","26,759","10,133","7,393","8,483","11,243","22,609","6,637","11,345","10,763","15,337","21,792","15,650","20,040","6,726","35,214","18,020","23,866","11,631","7,796","18,252",,"56,190","22,158"
10/6/2020,"5,864","10,218","6,206","26,759","9,830","7,697","8,445","11,243","22,609","6,612","11,345","11,250","15,461","22,137","15,688","19,964","6,726","35,214","18,300","23,818","11,879","7,796","18,980","19,860","56,264","22,348"
10/7/2020,"5,864","10,480","6,220","26,537","9,747","7,697","8,464","11,222","22,609","6,488","11,232","11,100","15,275","21,524","16,059","20,078","6,618","35,103","18,113","23,818","11,686","7,839","18,853","19,619","56,782","22,348"
10/8/2020,"5,735","10,480","6,164","26,537","9,857","7,528","8,501","11,134","23,043","6,513",,"10,988","15,057","20,910","16,357","20,040","6,654","35,047","17,973","23,675","11,520","7,796","18,220","20,961","56,634","22,185"
10/9/2020,"5,735","10,400","6,318","26,537","10,133","7,562","8,909","11,156","23,043","6,538","11,232","10,950","15,057","20,833","16,691","20,153","6,654","34,825","18,300","23,603","11,741","7,796","18,347","19,516","56,930","22,348"
10/12/2020,"5,694","10,480","6,388","26,205","9,995","7,325","8,909","11,091","24,174","6,266","11,270","10,763","14,964","21,063","17,063","20,040","6,350","34,769","17,996","23,029","11,520","7,726","18,473","20,858","57,300","22,348"
10/13/2020,"5,782","10,279","6,710","26,242","9,830","7,460","8,779","10,960","23,478","6,217",,"10,800","14,809","20,756","17,323","20,115","6,404","34,491","17,973","23,077","11,548","7,709","18,379","20,652","57,743","22,348"
10/14/2020,"5,820","10,763","6,822","26,242","9,775","7,494","8,668","10,916","23,913","6,044",,"11,025","14,902","20,526","17,844","20,040","6,439","34,491","18,300","23,005","11,631","7,752","18,379","21,340","58,039","22,321"
10/15/2020,"5,624","10,480","6,780","25,502","9,857","7,528","8,204","10,523","23,478","6,069","11,119","10,988","14,871","19,797","17,472","20,040","6,404","34,713","18,253","22,909","11,576","7,666","17,999",,"57,300","22,429"
10/16/2020,"5,624","10,662","6,766","25,133","10,078","8,034","8,167","10,479","23,478","6,192",,"10,950","14,747","20,219","17,621","20,078","6,618","34,658","17,739","22,718","11,631","7,744","17,967","19,963","56,930","22,483"
10/19/2020,"5,752","10,642","6,780","25,244","10,326","8,237","8,464","10,698","23,391","6,316","11,270","11,100","14,716","19,989","17,621","20,418","6,618","34,825","18,206","22,120","11,355","7,770","17,936","19,963","56,264","22,564"
10/20/2020,"5,760","10,319","6,780","25,133","10,794","8,271","8,501","10,741","23,391","6,168","11,270","11,100","14,840","19,951","17,695","20,456","6,618","34,491","18,300","22,120","11,520","7,761","18,284","18,586","56,338","22,402"
10/21/2020,"5,797","10,662","6,864","24,763","10,518","7,967","8,278","10,676","23,478","6,069","11,195","11,063","14,871","19,759","17,546","20,267","6,600","34,658","17,996","22,431","11,520","8,298","18,284","19,860","56,486","22,456"
10/22/2020,"5,767","10,118","7,158","24,505","10,683","8,237","8,315","10,632","23,391","6,118",,"11,063","14,871","19,835","17,546","20,078","6,582","34,769","18,090","22,455","11,272","8,402","18,347",,"57,300","22,429"
10/23/2020,"6,166","10,480","7,425","24,394","10,573","8,237","8,241","10,763","23,391","6,168","11,270","11,025","15,150","19,567","17,695","20,229","6,547","34,658","17,926","22,527","11,300","8,298","18,284",,"58,778","22,294"
10/26/2020,"6,166","10,480","7,397","24,024","10,739","7,967","8,167","10,872","23,391","6,069",,"10,800","15,275","19,529","17,769","20,229","6,225","34,491","17,926","22,288","11,052","8,185","18,537","19,344","58,039","22,530"
10/27/2020,"5,918","10,863","7,257","23,470","10,628","7,899","8,111","10,829","23,348","6,044","11,232","10,388","15,088","18,608","17,695","20,191","6,117","34,547","19,163","22,240","10,804","8,211","18,189",,"57,373","22,530"
10/28/2020,"5,511","10,682","7,116","22,878","10,518","7,697","7,981","10,479","23,391","5,674","11,270","10,463","14,902","17,725","17,621","20,267","6,082","34,491","19,700","21,761","10,473","8,081","17,082","20,686","55,895","22,429"
10/29/2020,"5,511","10,480","7,116","23,285","10,546","7,697","7,981","10,239","23,391","5,748","11,119","10,350","14,871","18,876","17,621","20,418","6,064","34,491","19,700","21,761","10,308","8,229","17,271","19,240","56,338","22,462"
10/30/2020,"5,436","10,480","7,116","23,654","10,546","7,764","8,408","10,130","23,174","5,872","11,529","10,388","15,523","19,068","17,621","20,569","6,082","34,491","19,140","21,857","10,197","8,515","17,430","19,963","56,190","22,496"
11/2/2020,"5,474","10,480","7,074","23,470","10,628","7,933","8,427","9,955","24,435","6,020","11,405","10,575","15,150","18,339","17,769","20,493","6,243","34,658","18,953","22,335","9,922","8,445","17,176","21,340","56,117","22,496"
11/3/2020,"5,496","10,480","7,285","24,209","10,683","7,967","8,761","10,305","24,739","5,995","11,570","10,275","15,119","18,531","17,398","20,569","6,368","34,547","20,260","22,383","10,253","8,367","17,176",,"56,043","22,496"
11/4/2020,"5,632","10,601","7,243","24,874","11,207","8,338","8,650","10,523","24,609","6,020","11,322","10,425","15,088","19,797","17,026","20,493","6,439","34,602","19,653","23,101","10,363","8,315","18,125","20,652","56,117","22,395"
11/5/2020,"5,489","10,722","7,172","24,135","10,931","8,271","8,705","10,414","24,783","6,217","11,942","10,425","15,492","19,183","16,951","20,645","6,332","34,547","19,887","22,670","10,363","8,246","17,683",,"55,969","22,462"
11/6/2020,"5,534","10,702","7,088","24,357","11,014","8,507","8,854","10,698","24,870","6,192","11,901","10,613","15,275","18,991","17,695","20,569","6,332","34,547","19,955","22,933","10,363","8,194","17,524","20,652","55,969","22,462"
11/9/2020,"5,496","10,480","7,144","24,652","11,124","8,709","9,281","10,829","24,870","6,513","12,066","10,800","15,430","19,068","17,918","20,607","6,761","34,213","20,380","22,622","10,363","8,341","17,271","19,963","57,669","22,462"
11/10/2020,"5,549","10,360","7,172","25,059","10,849","8,608","9,188","10,807","25,217","6,390","11,942","10,763","15,182","19,567","17,844","20,645","6,976","34,491","19,980","22,909","10,363","8,289","17,493","21,237","57,226","22,496"
11/11/2020,"5,511","10,077","7,201","25,096","10,876","8,608","9,132","10,829","24,783","6,414","11,942","10,500","15,150","19,874","17,844","21,250","7,244","34,491","19,431","22,766","10,225","8,341","17,524","19,963","56,634","22,530"
11/12/2020,"5,504","10,601","7,453","25,798","11,124","9,115","9,281","10,916","24,957","6,464","11,901","10,688","15,150","20,219","17,844","21,325","7,441","34,491","19,730","22,885","10,308","8,445","17,461","19,963","57,078","22,564"
11/13/2020,"5,722","10,363","7,551","26,870","11,152","9,250","9,299","10,960","25,130","6,612",,"10,763","15,368","20,449","17,918","21,477","7,477","34,491","19,656","24,057","10,280","8,445","17,904","21,340","57,891","22,564"
11/16/2020,"5,579","10,113","7,425","27,572","11,317","8,980","9,281","10,894","25,217","6,538","11,901","10,613","15,088","20,181","16,840","21,477","7,226","34,102","18,981","24,057","9,977","8,428","17,967","22,028","56,634","22,496"
11/17/2020,"5,684","9,977","7,901","27,461","11,482","9,452","9,596","11,178","25,217","6,809","11,901","10,800","15,150","20,181","16,840","21,628","7,513","34,380","19,431","24,392","10,335","8,402","18,410","20,720","57,891","22,429"
11/18/2020,"5,662","9,524","8,125","27,461","11,454","9,553","9,596","11,789","25,652","6,809","11,901","11,063","15,275","21,562","15,873","21,590","7,513","34,213","19,306","24,870","10,390","8,445","19,675",,"57,152","22,361"
11/19/2020,"5,797","9,615","8,027","27,535","11,372","9,520","9,559","11,855","25,130","6,784","11,818","11,213","15,368","21,485","16,394","21,250","7,441","34,213","19,606","24,870","10,473","8,783","19,834",,"57,300","22,429"
11/20/2020,"5,767","9,660","8,153","27,720","11,647","9,621","9,652","12,073","25,130","6,758","12,025","11,625","16,423","22,099","16,431","21,514","7,459","34,268","20,954","24,870","11,190","8,590","20,055","20,720","58,039","22,462"
11/23/2020,"5,843","9,796","8,713","28,607","11,647","9,385","9,837","12,051","25,087","6,656","12,231","11,475","16,517","21,869","16,245","21,628","7,745","34,324","20,954","24,966","11,493","8,860","20,561","22,166","59,591","22,429"
11/24/2020,"5,865","9,773","8,882","28,053","11,730","9,317","9,856","11,833","24,783","6,963","12,231","11,175","16,237","22,176","15,985","21,477","7,584","34,213","20,929","24,488","11,079","9,131","20,498","21,340","61,957","22,429"
11/25/2020,"5,790","9,524","8,854","28,053","11,757","9,283","9,670","11,702","23,783","6,912","12,231","11,400","16,113","23,710","16,654","21,439","7,369","34,157","20,280","25,349","11,107","9,131","21,194","21,340","61,736","22,395"
11/26/2020,"5,790","9,841","8,896","29,968","11,565","9,250","9,466","11,942","24,348","6,886","12,231","11,775","16,299","25,092","16,282","21,477","7,369","33,935","20,330","25,396","11,383","8,976","20,877","21,340","61,144","22,462"
11/27/2020,"5,858","9,297","9,022","30,440","11,950","9,587","9,652","12,772","24,609","6,937","12,314","11,738","16,392","24,785","16,654","21,666","7,620","33,879","20,754","25,492","11,135","8,938","20,909","19,998","61,366","22,462"
11/30/2020,"5,797","9,456","9,120","29,706","12,336","9,385","9,652","12,815","24,130","7,040","12,562","11,888","16,610","24,746","16,766","21,779","7,548","33,712","20,655","25,205","10,749","9,208","20,783","21,340","61,070","22,361"
12/1/2020,"5,669","9,456","9,134","29,968","12,391","9,553","9,726","13,318","24,087","7,168","12,727","11,850","16,485","26,473","16,691","22,082","7,548","33,712","20,480","25,636","11,327","9,304","22,016",,"61,588","22,327"
12/2/2020,"5,647","9,456","9,022","29,286","13,244","9,756","10,079","13,077","24,087","7,168","12,810","11,738","16,672","26,243","16,134","22,308","7,548","33,656","20,430","25,779","11,052","9,266","21,795",,"62,993","22,395"
12/3/2020,"5,654","9,456","9,022","29,338","14,153","9,722","10,264","13,580","22,957","7,398","12,975","12,188","16,796","26,089","16,171","22,346","7,656","33,601","21,728","25,731","11,052","9,295","22,269",,"62,771","22,395"
12/4/2020,"5,790","9,841","9,078","29,076","14,593","10,026","10,561","13,667","24,478","7,372","12,975","12,150","16,734","26,051","16,171","22,308","7,638","33,601","21,728","25,540","10,859","9,246","22,016","21,340","62,771","22,361"
12/7/2020,"5,873","9,546","9,288","28,918","14,401","10,026","11,025","13,536","26,087","7,475","12,975","12,113","16,889","24,938","15,836","22,082","7,727","33,656","21,828","25,636","10,887","9,169","21,795","21,340","62,623","22,395"
12/8/2020,"5,797","9,728","9,386","28,866","14,456","10,094","11,545","13,383","24,435","7,475","13,182","12,038","16,920","24,593","16,282","22,044","8,049","33,712","21,703","25,540","10,721","9,353","21,415","21,340","62,401","22,462"
12/9/2020,"5,722","10,408","9,274","29,653","14,263","10,127","11,397","13,601","23,652","7,398","12,893","12,150","17,137","25,092","16,282","22,157","8,031","34,936","21,778","25,827","10,831","9,324","21,985","20,170","62,845","22,462"
